"Resident Population.age-specific baseline mortality rate[male, age]",0.002,0.00015,0.00015,0.00015,0.00015,0.00015,7.14286E-05,7.14286E-05,7.14286E-05,7.14286E-05,7.14286E-05,0.000114286,0.000114286,0.000114286,0.000114286,0.000114286,0.00025,0.00025,0.00025,0.00025,0.00025,0.000378571,0.000378571,0.000378571,0.000378571,0.000378571,0.000371429,0.000371429,0.000371429,0.000371429,0.000371429,0.000464286,0.000464286,0.000464286,0.000464286,0.000464286,0.00065,0.00065,0.00065,0.00065,0.00065,0.001092857,0.001092857,0.001092857,0.001092857,0.001092857,0.001842857,0.001842857,0.001842857,0.001842857,0.001842857,0.003085714,0.003085714,0.003085714,0.003085714,0.003085714,0.005228571,0.005228571,0.005228571,0.005228571,0.005228571,0.008478571,0.008478571,0.008478571,0.008478571,0.008478571,0.013735714,0.013735714,0.013735714,0.013735714,0.013735714,0.023264286,0.023264286,0.023264286,0.023264286,0.023264286,0.039357143,0.039357143,0.039357143,0.039357143,0.039357143,0.067292857,0.067292857,0.067292857,0.067292857,0.067292857,0.111721429,0.111721429,0.111721429,0.111721429,0.111721429,0.173685714,0.173685714,0.173685714,0.173685714,0.173685714,0.173685714,0.173685714,0.173685714,0.173685714,0.173685714,0.173685714
"Frail Population.pre-frail diagnosed[Indian, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frail Population.pre-frail diagnosed[Other, male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frail Population.pre-frail diagnosed[Other, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frail Population.initial frailty prevalence[Chinese, male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.033117781,0.108048359,0.108048359,0.108048359,0.108048359,0.108048359,0.108048359,0.108048359,0.108048359,0.108048359,0.108048359,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872,0.257809872
"Frail Population.initial frailty prevalence[Chinese, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.035244359,0.109168719,0.109168719,0.109168719,0.109168719,0.109168719,0.109168719,0.109168719,0.109168719,0.109168719,0.109168719,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123,0.252227123
"Frail Population.initial frailty prevalence[Malay, male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.041512484,0.124747977,0.124747977,0.124747977,0.124747977,0.124747977,0.124747977,0.124747977,0.124747977,0.124747977,0.124747977,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422,0.278953422
"Frail Population.initial frailty prevalence[Malay, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.042832456,0.122717623,0.122717623,0.122717623,0.122717623,0.122717623,0.122717623,0.122717623,0.122717623,0.122717623,0.122717623,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308,0.268235308
"Frail Population.initial frailty prevalence[Indian, male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.040697373,0.126019828,0.126019828,0.126019828,0.126019828,0.126019828,0.126019828,0.126019828,0.126019828,0.126019828,0.126019828,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708,0.286116708
"Frail Population.initial frailty prevalence[Indian, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.042575285,0.125411949,0.125411949,0.125411949,0.125411949,0.125411949,0.125411949,0.125411949,0.125411949,0.125411949,0.125411949,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606,0.277303606
"Frail Population.initial frailty prevalence[Other, male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.042445709,0.139577537,0.139577537,0.139577537,0.139577537,0.139577537,0.139577537,0.139577537,0.139577537,0.139577537,0.139577537,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303,0.32372303
"Frail Population.initial frailty prevalence[Other, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.045777872,0.142862077,0.142862077,0.142862077,0.142862077,0.142862077,0.142862077,0.142862077,0.142862077,0.142862077,0.142862077,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941,0.320278941
"Frail Population.Initial prefrailty prevalance[Chinese, male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.348622782,0.473421406,0.473421406,0.473421406,0.473421406,0.473421406,0.473421406,0.473421406,0.473421406,0.473421406,0.473421406,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418,0.49650418
"Frail Population.Initial prefrailty prevalance[Chinese, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.418799835,0.539945942,0.539945942,0.539945942,0.539945942,0.539945942,0.539945942,0.539945942,0.539945942,0.539945942,0.539945942,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315,0.548324315
"Frail Population.Initial prefrailty prevalance[Malay, male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.442562487,0.55355983,0.55355983,0.55355983,0.55355983,0.55355983,0.55355983,0.55355983,0.55355983,0.55355983,0.55355983,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029,0.544072029
"Frail Population.Initial prefrailty prevalance[Malay, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.515455538,0.614695939,0.614695939,0.614695939,0.614695939,0.614695939,0.614695939,0.614695939,0.614695939,0.614695939,0.614695939,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606,0.590558606
"Frail Population.Initial prefrailty prevalance[Indian, male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.398581552,0.513718117,0.513718117,0.513718117,0.513718117,0.513718117,0.513718117,0.513718117,0.513718117,0.513718117,0.513718117,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251,0.512652251
"Frail Population.Initial prefrailty prevalance[Indian, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.47068541,0.577094945,0.577094945,0.577094945,0.577094945,0.577094945,0.577094945,0.577094945,0.577094945,0.577094945,0.577094945,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941,0.560863941
"Frail Population.Initial prefrailty prevalance[Other, male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.30167437,0.412909929,0.412909929,0.412909929,0.412909929,0.412909929,0.412909929,0.412909929,0.412909929,0.412909929,0.412909929,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251,0.420927251
"Frail Population.Initial prefrailty prevalance[Other, female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.36726756,0.477066706,0.477066706,0.477066706,0.477066706,0.477066706,0.477066706,0.477066706,0.477066706,0.477066706,0.477066706,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432,0.470093432
Frail Population.relative risk mortality frail diagnosed,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.relative risk mortality frail undiagnosed,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.relative risk mortality pre-frail diagnosed,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.relative risk mortality pre-frail undiagnosed,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frail Population.screening rate[male, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Frail Population.screening rate[female, age]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Frail Population.OR pre-frail to frail Alpha[male],5.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.OR pre-frail to frail Alpha[female],5.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.OR pre-frail to frail Beta[male],0.0677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.OR pre-frail to frail Beta[female],0.0677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.OR robust to pre-frail Alpha[male],4.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.OR robust to pre-frail Alpha[female],4.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.OR robust to pre-frail Beta[male],0.0677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.OR robust to pre-frail Beta[female],0.0677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.Age 55 vector[age],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frail Population.RR of transition for well managed,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.proportion well managed,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Population.Age 55 plus vector[age],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Screening.screening cap opportunistic,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screening.screening cap universal,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screening.screening sensitivity,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screening.screening specificity,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Screening.screening threshold age,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
